keyword,cluster,region,regionType,intent,service,bestUrl,coverageScore,band,candidates,action,parentHubUrl,issues
부산 유상증자 법무사,paid-in-increase,부산,BUSAN,capital-increase,CORPORATE,/부산유상증자등기,88,COVERED_STRONG,/부산유상증자등기|/부산감자등기|/부산무상증자등기|/부산제3자배정유상증자|/부산주주배정유상증자|/부산가수금출자전환,KEEP,,THIN_BODY
부산 유상증자 등기,paid-in-increase,부산,BUSAN,capital-increase,CORPORATE,/부산유상증자등기,88,COVERED_STRONG,/부산유상증자등기|/부산감자등기|/부산무상증자등기|/부산제3자배정유상증자|/부산주주배정유상증자|/부산가수금출자전환,KEEP,,THIN_BODY
부산 증자등기,paid-in-increase,부산,BUSAN,capital-increase,CORPORATE,/부산유상증자등기,81,COVERED_NEEDS_IMPROVEMENT,/부산유상증자등기|/부산감자등기|/부산무상증자등기|/부산제3자배정유상증자|/부산가수금출자전환|/부산현물출자증자,IMPROVE,,H1_INTENT_WEAK|THIN_BODY
부산 자본금 증자,paid-in-increase,부산,BUSAN,capital-increase,CORPORATE,/부산유상증자등기,88,COVERED_STRONG,/부산유상증자등기|/부산법인등기비용|/부산감자등기|/부산무상증자등기|/부산제3자배정유상증자|/부산주주배정유상증자,KEEP,,THIN_BODY
부산 감자등기,capital-reduction,부산,BUSAN,capital-reduction,CORPORATE,/부산감자등기,84,COVERED_NEEDS_IMPROVEMENT,/부산감자등기|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기|/부산임원변경등기,IMPROVE,,THIN_BODY
부산 지점설치등기,branch-open,부산,BUSAN,branch-open,CORPORATE,/부산지점설치등기,88,COVERED_STRONG,/부산지점설치등기|/부산지점폐지등기|/녹산산단법인본점지점|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,,THIN_BODY
부산 법인 해산,dissolution,부산,BUSAN,dissolution,CORPORATE,/부산법인해산청산등기,88,COVERED_STRONG,/부산법인해산청산등기|/부산법인해산전확인사항|/부산법인등기|/부산법인법무사|/부산법인등기비용|/부산휴면법인계속등기,KEEP,,THIN_BODY
부산 법인 청산,dissolution,부산,BUSAN,dissolution,CORPORATE,/부산법인해산청산등기,88,COVERED_STRONG,/부산법인해산청산등기|/부산법인등기|/부산법인법무사|/부산상속재산관리인|/부산휴면법인계속등기|/부산법인해산전확인사항,KEEP,,THIN_BODY
부산 법인 해산청산,dissolution,부산,BUSAN,dissolution,CORPORATE,/부산법인해산청산등기,88,COVERED_STRONG,/부산법인해산청산등기|/부산법인등기|/부산휴면법인계속등기|/부산법인해산전확인사항|/사회복지법인해산청산등기|/비영리법인해산청산등기,KEEP,,THIN_BODY
부산 협동조합 등기,special-entity,부산,BUSAN,special-entity,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산특수법인등기|/부산조합협동조합등기|/부산협동조합설립등기|/부산농업회사법인설립|/부산협회단체법인설립,KEEP,,
부산 사단법인 등기,special-entity,부산,BUSAN,special-entity,CORPORATE,/부산법인법무사,100,COVERED_STRONG,/부산법인법무사|/부산비영리법인설립등기|/부산사단법인설립|/부산협회단체법인설립|/부산진구비영리법인설립|/부산문화예술단체법인설립,KEEP,,
외국인 법인설립 부산,foreign-corp,부산,BUSAN,foreign-investment,CORPORATE,/해외대표이사주주법인등기,70,COVERED_NEEDS_IMPROVEMENT,/해외대표이사주주법인등기|/부산외국인부동산등기|/부산외국인상속등기|/부산법인설립등기|/부산임원변경등기|/부산법인등기,IMPROVE,,TITLE_INTENT_WEAK|H1_INTENT_WEAK|THIN_BODY
부산 개인회생,rehab-hub,부산,BUSAN,rehab-hub,REHABILITATION,/부산개인회생,100,COVERED_STRONG,/부산개인회생|/부산개인회생법무사추천|/부산개인회생전문법무사|/부산개인회생법무사|/부산개인회생상담|/부산개인회생신청,KEEP,,
부산 개인회생 법무사,rehab-hub,부산,BUSAN,rehab-hub,REHABILITATION,/부산개인회생,100,COVERED_STRONG,/부산개인회생|/부산개인회생법무사추천|/부산개인회생법무사|/부산파산|/부산법무사|/임원변경등기과태료,KEEP,,
부산 개인회생 상담,rehab-hub,부산,BUSAN,rehab-hub,REHABILITATION,/부산개인회생,100,COVERED_STRONG,/부산개인회생|/부산개인회생상담|/services/cases/busan-personal-rehabilitation-consultation|/부산파산|/부산법무사|/임원변경등기과태료,KEEP,,
부산 개인회생 비용,rehab-cost,부산,BUSAN,cost,REHABILITATION,/개인회생비용,94,COVERED_STRONG,/개인회생비용|/부산파산|/부산법무사|/임원변경등기과태료|/소유권이전등기서류|/상속등기필요서류,KEEP,,
부산 회생 법무사,rehab-bankruptcy-hub,부산,BUSAN,insolvency-hub,REHABILITATION,/개인회생파산,94,COVERED_STRONG,/개인회생파산|/부산회생법무사|/부산파산|/부산법무사|/임원변경등기과태료|/소유권이전등기서류,KEEP,,
부산 회생파산 법무사,rehab-bankruptcy-hub,부산,BUSAN,insolvency-hub,REHABILITATION,/개인회생파산,94,COVERED_STRONG,/개인회생파산|/situations/회생-파산-선택-고민|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기,KEEP,,
부산 개인파산,bankruptcy,부산,BUSAN,bankruptcy,REHABILITATION,/부산개인파산,94,COVERED_STRONG,/부산개인파산|/부산개인파산법무사추천|/부산개인파산전문법무사|/부산개인파산법무사|/부산개인파산상담|/개인파산자가진단,KEEP,,
부산 개인파산 법무사,bankruptcy,부산,BUSAN,bankruptcy,REHABILITATION,/부산개인파산,94,COVERED_STRONG,/부산개인파산|/부산개인파산법무사추천|/부산개인파산법무사|/부산파산|/부산회생법원법무사|/부산개인파산전문법무사,KEEP,,
부산 개인파산 비용,bankruptcy-cost,부산,BUSAN,cost,REHABILITATION,/개인파산비용,86,COVERED_STRONG,/개인파산비용|/부산파산|/부산회생법원법무사|/부산개인파산|/부산개인파산법무사추천|/부산개인파산전문법무사,KEEP,,ORPHAN_RISK
부산 파산면책,bankruptcy,부산,BUSAN,bankruptcy,REHABILITATION,/부산개인파산,94,COVERED_STRONG,/부산개인파산|/개인파산자가진단|/faq/bankruptcy-discharge-faq|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,,
부산 파산 법무사,bankruptcy,부산,BUSAN,bankruptcy,REHABILITATION,/부산개인파산,94,COVERED_STRONG,/부산개인파산|/부산파산법무사|/부산파산|/임원변경등기과태료|/소유권이전등기서류|/상속등기필요서류,KEEP,,
부산회생법원 개인회생,rehab-court,부산,BUSAN,court,REHABILITATION,/부산개인회생,100,COVERED_STRONG,/부산개인회생|/부산회생법원개인회생|/부산회생법원법무사|/부산파산|/수영구개인회생|/북구개인회생,KEEP,,
자영업자 개인회생 부산,rehab-income-type,부산,BUSAN,income-type,REHABILITATION,/부산개인회생법무사,94,COVERED_STRONG,/부산개인회생법무사|/덕천동법무사|/개인회생자가진단|/부산개인회생|/부산파산|/수영구개인회생,KEEP,,
직장인 개인회생 부산,rehab-income-type,부산,BUSAN,income-type,REHABILITATION,/부산개인회생법무사,94,COVERED_STRONG,/부산개인회생법무사|/덕천동법무사|/blog/salaried-worker-rehabilitation-eligibility|/부산개인회생|/부산파산|/수영구개인회생,KEEP,,
부산 임차권등기명령,lease-reg-order,부산,BUSAN,lease-registration-order,LEASE,/부산임차권등기명령,94,COVERED_STRONG,/부산임차권등기명령|/임차권등기명령자가진단|/부산전세권설정등기|/부산전세전문법무사|/부산전세보증금반환법무사|/부산확정일자전세권비교,KEEP,,
부산 임차권등기 법무사,lease-reg-order,부산,BUSAN,lease-registration-order,LEASE,/부산임차권등기명령,94,COVERED_STRONG,/부산임차권등기명령|/부산전세권설정등기|/부산전세전문법무사|/부산전세보증금반환법무사|/부산확정일자전세권비교|/전세사기피해대응절차,KEEP,,
부산 전세보증금 반환,deposit-return,부산,BUSAN,deposit-return,LEASE,/부산전세보증금반환법무사,94,COVERED_STRONG,/부산전세보증금반환법무사|/임대차전세|/부산부담부증여등기|/전세사기피해대응절차|/임대인사망전세계약|/방문없이준비하는부담부증여,KEEP,,
부산 전세금 반환 법무사,deposit-return,부산,BUSAN,deposit-return,LEASE,/부산전세보증금반환법무사,94,COVERED_STRONG,/부산전세보증금반환법무사|/부산전세권설정등기|/광안리법무사|/부산전세권말소등기|/부산부담부증여등기|/부산확정일자전세권비교,KEEP,,
부산 전세사기 법무사,jeonse-fraud,부산,BUSAN,jeonse-fraud,LEASE,/전세사기피해대응절차,94,COVERED_STRONG,/전세사기피해대응절차|/부산전세권설정등기|/법률강의|/전세사기예방교육|/청년생활법률특강|/강의문의,KEEP,,
부산 전세사기 상담,jeonse-fraud,부산,BUSAN,jeonse-fraud,LEASE,/전세사기피해대응절차,94,COVERED_STRONG,/전세사기피해대응절차|/부산전세권설정등기|/법률강의|/전세사기예방교육|/청년생활법률특강|/강의문의,KEEP,,
부산 지급명령 법무사,payment-order,부산,BUSAN,payment-order,CIVIL,/민사소송,94,COVERED_STRONG,/민사소송|/부산기업법무사|/부산전세보증금반환법무사|/부산재산명시|/부산역법무사|/서면법무사,KEEP,,
부산 지급명령,payment-order,부산,BUSAN,payment-order,CIVIL,/민사소송,94,COVERED_STRONG,/민사소송|/지급명령자가진단|/부산기업법무사|/부산전세보증금반환법무사|/부산재산명시|/부산역법무사,KEEP,,
부산 미수금 법무사,receivables,부산,BUSAN,receivables,CIVIL,/부산기업채권관리,88,COVERED_STRONG,/부산기업채권관리|/부산기업법무사|/창업법률교육|/기업법률교육|/부산기업법률자문|/방문없이준비하는지급명령서류,KEEP,,THIN_BODY
부산 미수금 회수,receivables,부산,BUSAN,receivables,CIVIL,/부산기업채권관리,88,COVERED_STRONG,/부산기업채권관리|/부산기업법무사|/공탁채권회수|/부산지방법원지급명령|/부산지방법원동부지원지급명령|/situations/공사대금-못-받음,KEEP,,THIN_BODY
부산 내용증명 법무사,content-certified,부산,BUSAN,content-certified-mail,CIVIL,/내용증명작성준비,88,COVERED_STRONG,/내용증명작성준비|/부산기업법무사|/부산전세보증금반환법무사|/부산기업법률자문|/부산기업채권관리|/전세보증금상담,KEEP,,THIN_BODY
부산 내용증명,content-certified,부산,BUSAN,content-certified-mail,CIVIL,/내용증명작성준비,88,COVERED_STRONG,/내용증명작성준비|/내용증명자가진단|/부산기업법무사|/부산전세보증금반환법무사|/부산기업법률자문|/부산기업채권관리,KEEP,,THIN_BODY
부산 가압류,provisional-seizure,부산,BUSAN,provisional-attachment,CIVIL,/가압류신청서류준비,88,COVERED_STRONG,/가압류신청서류준비|/부산가압류말소등기|/부산상속등기|/부산부동산등기|/부산매수인법무사|/부산압류말소등기,KEEP,,THIN_BODY
부산 채권추심 법무사,collection,부산,BUSAN,collection,CIVIL,/채권압류추심서류준비,70,COVERED_NEEDS_IMPROVEMENT,/채권압류추심서류준비|/부산기업채권관리|/blog/debt-collection-response-guide|/부산상속등기|/부산상속포기|/부산한정승인,IMPROVE,,TITLE_INTENT_WEAK|H1_INTENT_WEAK|THIN_BODY
부산 공탁 법무사,deposit-court,부산,BUSAN,consignation,CIVIL,/변제공탁서류준비,88,COVERED_STRONG,/변제공탁서류준비|/부산역법무사|/공탁자가진단|/공탁채권회수|/부산상속등기|/부산상속포기,KEEP,,THIN_BODY
부산 보증금 못받을때,deposit-return,부산,BUSAN,deposit-return,LEASE,/부산전세보증금반환법무사,94,COVERED_STRONG,/부산전세보증금반환법무사|/부산전세권설정등기|/부산전세권말소등기|/부산부담부증여등기|/부산임차권등기명령|/부산빌라매매등기,KEEP,,
해운대 법무사,해운대-lawyer,해운대,DISTRICT,district-lawyer,LOCAL,/해운대법무사,100,COVERED_STRONG,/해운대법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기,KEEP,,
해운대 상속 법무사,해운대-inheritance,해운대,DISTRICT,local-inheritance,INHERITANCE,/해운대구상속등기,94,COVERED_STRONG,/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기|/해운대구법인설립등기,KEEP,/해운대법무사,
해운대 부동산 법무사,해운대-real-estate,해운대,DISTRICT,local-real-estate,REAL_ESTATE,/해운대구부동산등기,94,COVERED_STRONG,/해운대구부동산등기|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구법인설립등기,KEEP,/해운대법무사,
수영구 법무사,수영구-lawyer,수영구,DISTRICT,district-lawyer,LOCAL,/수영구법무사,94,COVERED_STRONG,/수영구법무사|/수영구상속등기|/수영구부동산등기|/수영구법인등기|/수영구개인회생|/수영구상속포기,KEEP,,
연제구 법무사,연제구-lawyer,연제구,DISTRICT,district-lawyer,LOCAL,/연제구법무사,100,COVERED_STRONG,/연제구법무사|/연제구상속등기|/연제구상속포기|/연제구법인등기|/연제구임원변경등기|/연제구부동산등기,KEEP,,
해운대구 법무사,해운대구-lawyer,해운대구,DISTRICT,district-lawyer,LOCAL,/해운대법무사,100,COVERED_STRONG,/해운대법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기,KEEP,,
센텀시티 법무사,센텀시티-lawyer,센텀시티,LIVING_AREA,local-lawyer,LOCAL,/센텀법무사,100,COVERED_STRONG,/센텀법무사|/센텀법인설립등기|/센텀임원변경등기|/센텀부동산등기|/해운대구상속등기|/해운대구상속포기,KEEP,/해운대법무사,
센텀 법무사,센텀-lawyer,센텀,LIVING_AREA,local-lawyer,LOCAL,/센텀법무사,100,COVERED_STRONG,/센텀법무사|/센텀법인등기|/office|/blog/centum-lawyer-visit-day-flow|/해운대구상속등기|/해운대구한정승인,KEEP,/해운대법무사,
재송동 법무사,재송동-lawyer,재송동,NEIGHBORHOOD,local-lawyer,LOCAL,/재송동법무사,94,COVERED_STRONG,/재송동법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기,KEEP,/해운대법무사,
반여동 법무사,반여동-lawyer,반여동,NEIGHBORHOOD,local-lawyer,LOCAL,/반여동법무사,91,COVERED_STRONG,/반여동법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기,KEEP,/해운대법무사,
우동 법무사,우동-lawyer,우동,NEIGHBORHOOD,local-lawyer,LOCAL,/우동법무사,97,COVERED_STRONG,/우동법무사|/해운대법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인|/해운대구법인등기,KEEP,/해운대법무사,
좌동 법무사,좌동-lawyer,좌동,NEIGHBORHOOD,local-lawyer,LOCAL,/좌동법무사,97,COVERED_STRONG,/좌동법무사|/해운대구상속포기|/해운대구상속등기|/해운대구한정승인|/해운대구법인등기|/해운대구부동산등기,KEEP,/해운대법무사,
중동 법무사,중동-lawyer,중동,NEIGHBORHOOD,local-lawyer,LOCAL,/중동법무사,94,COVERED_STRONG,/중동법무사|/해운대법무사|/센텀법무사|/업무사례/부산중동법무사|/중동부동산등기|/해운대역부동산등기,KEEP,/해운대법무사,
송정동 법무사,송정동-lawyer,송정동,NEIGHBORHOOD,local-lawyer,LOCAL,/해운대법무사,100,COVERED_STRONG,/해운대법무사|/송정동법무사|/업무사례/부산송정동법무사|/업무사례/울산송정동상속등기|/송정동상속등기|/부산상속등기,KEEP,/해운대법무사,
장산 법무사,장산-lawyer,장산,LIVING_AREA,local-lawyer,LOCAL,/좌동법무사,100,COVERED_STRONG,/좌동법무사|/업무사례/부산장산역법무사|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기,KEEP,/해운대법무사,
마린시티 법무사,마린시티-lawyer,마린시티,LIVING_AREA,local-lawyer,LOCAL,/해운대법무사,100,COVERED_STRONG,/해운대법무사|/해운대구부동산등기|/우동법무사|/해운대구상속등기|/해운대구상속포기|/해운대구한정승인,KEEP,/해운대법무사,
수영구 등기 법무사,수영구-lawyer,수영구,DISTRICT,district-lawyer,LOCAL,/수영구법무사,94,COVERED_STRONG,/수영구법무사|/수영구상속등기|/수영구부동산등기|/수영구법인등기|/수영구개인회생|/수영구상속포기,KEEP,,
광안동 법무사,광안동-lawyer,광안동,NEIGHBORHOOD,local-lawyer,LOCAL,/광안동법무사,87,COVERED_STRONG,/광안동법무사|/수영구상속등기|/수영구부동산등기|/수영구상속포기|/광안리법무사|/수영구법인등기,KEEP,/수영구법무사,
광안리 법무사,광안리-lawyer,광안리,LIVING_AREA,local-lawyer,LOCAL,/광안리법무사,94,COVERED_STRONG,/광안리법무사|/수영구상속등기|/수영구부동산등기|/수영구법인등기|/수영구상속포기|/수영구법무사,KEEP,/수영구법무사,
민락동 법무사,민락동-lawyer,민락동,NEIGHBORHOOD,local-lawyer,LOCAL,/민락동법무사,91,COVERED_STRONG,/민락동법무사|/수영구법인등기|/수영구상속등기|/수영구부동산등기|/수영구상속포기|/수영구법무사,KEEP,/수영구법무사,
망미동 법무사,망미동-lawyer,망미동,NEIGHBORHOOD,local-lawyer,LOCAL,/망미동법무사,100,COVERED_STRONG,/망미동법무사|/수영구상속등기|/수영구부동산등기|/수영구법인등기|/수영구상속포기|/업무사례/부산망미동법무사,KEEP,/수영구법무사,
남천동 법무사,남천동-lawyer,남천동,NEIGHBORHOOD,local-lawyer,LOCAL,/남천동법무사,90,COVERED_STRONG,/남천동법무사|/수영구법무사|/업무사례/부산남천동법무사|/남천동상속등기|/부산상속등기|/부산상속포기,KEEP,/수영구법무사,
연제구 등기 법무사,연제구-lawyer,연제구,DISTRICT,district-lawyer,LOCAL,/연제구법무사,100,COVERED_STRONG,/연제구법무사|/연제구상속등기|/연제구상속포기|/연제구법인등기|/연제구임원변경등기|/연제구부동산등기,KEEP,,
연산동 법무사,연산동-lawyer,연산동,NEIGHBORHOOD,local-lawyer,LOCAL,/연산동법무사,91,COVERED_STRONG,/연산동법무사|/연제구상속등기|/연제구상속포기|/연제구법인등기|/연제구부동산등기|/연제구한정승인,KEEP,/연제구법무사,
거제동 법무사,거제-inheritance,거제,NEARBY_CITY,inheritance-registration,INHERITANCE,/부산법무사,94,COVERED_STRONG,/거제동법무사|/연제구임원변경등기|/연제구법무사|/연제구상속등기|/연제구상속포기|/연제구법인등기,KEEP,,
시청 법무사 부산,yeonje-lawyer,연제구,DISTRICT,district-lawyer,LOCAL,/연제구법무사,100,COVERED_STRONG,/연제구법무사|/업무사례/부산시청법무사|/media/weeklypeople-youth-judicial-scrivener-ahn|/업무사례/연제구법무사|/업무사례/부산거제동법무사|/업무사례/부산연산동법무사,KEEP,,
동래구 등기 법무사,동래구-lawyer,동래구,DISTRICT,district-lawyer,LOCAL,/동래구법무사,94,COVERED_STRONG,/동래구법무사|/동래구상속등기|/동래구법인등기|/동래구한정승인|/동래구임원변경등기|/동래구부동산등기,KEEP,,
명륜동 법무사,명륜동-lawyer,명륜동,NEIGHBORHOOD,local-lawyer,LOCAL,/동래구법무사,94,COVERED_STRONG,/동래구법무사|/동래구법인등기|/동래구상속등기|/동래구한정승인|/동래구임원변경등기|/동래구부동산등기,KEEP,/동래구법무사,
온천동 법무사,온천동-lawyer,온천동,NEIGHBORHOOD,local-lawyer,LOCAL,/온천동법무사,90,COVERED_STRONG,/온천동법무사|/동래구상속등기|/동래구임원변경등기|/동래구부동산등기|/동래구법인등기|/동래구한정승인,KEEP,/동래구법무사,
사직동 법무사,사직동-lawyer,사직동,NEIGHBORHOOD,local-lawyer,LOCAL,/사직동법무사,97,COVERED_STRONG,/사직동법무사|/동래구한정승인|/동래구상속등기|/동래구법인등기|/동래구임원변경등기|/동래구부동산등기,KEEP,/동래구법무사,
낙민동 법무사,낙민동-lawyer,낙민동,NEIGHBORHOOD,local-lawyer,LOCAL,/동래구법무사,94,COVERED_STRONG,/동래구법무사|/동래역법무사|/업무사례/부산낙민동법무사|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,/동래구법무사,
부산진구 등기 법무사,부산진구-lawyer,부산진구,DISTRICT,district-lawyer,LOCAL,/부산진구법무사,94,COVERED_STRONG,/부산진구법무사|/서면법무사|/부산진구비영리법인설립|/연제구상속등기|/연제구상속포기|/연제구법인등기,KEEP,,
서면 법무사,서면-lawyer,서면,LIVING_AREA,local-lawyer,LOCAL,/서면법무사,94,COVERED_STRONG,/서면법무사|/부산진구법무사|/부산등기권리증분실|/등기권리증없이소유권이전|/부산진구비영리법인설립|/부산진등기소법무사,KEEP,/부산진구법무사,
부전동 법무사,부전동-lawyer,부전동,NEIGHBORHOOD,local-lawyer,LOCAL,/부전동법무사,87,COVERED_STRONG,/부전동법무사|/서면법무사|/부산진등기소법무사|/업무사례/부산부전동법무사|/부전동소유권이전등기|/서면부동산등기,KEEP,/부산진구법무사,
전포동 법무사,전포동-lawyer,전포동,NEIGHBORHOOD,local-lawyer,LOCAL,/전포동법무사,97,COVERED_STRONG,/전포동법무사|/부산진구법무사|/부산오피스텔소유권이전등기|/서면법무사|/업무사례/부산전포동법무사|/전포동부동산등기,KEEP,/부산진구법무사,
양정동 법무사,양정동-lawyer,양정동,NEIGHBORHOOD,local-lawyer,LOCAL,/부산진구법무사,94,COVERED_STRONG,/부산진구법무사|/양정동법무사|/업무사례/부산양정동법무사|/양정동상속등기|/부산상속등기|/부산상속포기,KEEP,/부산진구법무사,
초읍동 법무사,초읍동-lawyer,초읍동,NEIGHBORHOOD,local-lawyer,LOCAL,/부산진구법무사,94,COVERED_STRONG,/부산진구법무사|/연지동법무사|/업무사례/부산초읍동법무사|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,/부산진구법무사,
남구 법무사,남구-lawyer,남구,DISTRICT,district-lawyer,LOCAL,/남구법무사,94,COVERED_STRONG,/남구법무사|/대연동법무사|/수영구상속등기|/수영구부동산등기|/수영구법인등기|/수영구상속포기,KEEP,,
대연동 법무사,대연동-lawyer,대연동,NEIGHBORHOOD,local-lawyer,LOCAL,/대연동법무사,94,COVERED_STRONG,/대연동법무사|/남구법무사|/남부산등기소법무사|/업무사례/부산대연동법무사|/대연동상속등기|/부산상속등기,KEEP,/남구법무사,
용호동 법무사,용호동-lawyer,용호동,NEIGHBORHOOD,local-lawyer,LOCAL,/용호동법무사,97,COVERED_STRONG,/용호동법무사|/남구법무사|/대연동법무사|/업무사례/부산용호동법무사|/부산상속등기|/부산상속포기,KEEP,/남구법무사,
용당동 법무사,용당동-lawyer,용당동,NEIGHBORHOOD,local-lawyer,LOCAL,/남구법무사,94,COVERED_STRONG,/남구법무사|/우암동법무사|/업무사례/부산용당동법무사|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,/남구법무사,
문현동 법무사,문현동-lawyer,문현동,NEIGHBORHOOD,local-lawyer,LOCAL,/문현동법무사,97,COVERED_STRONG,/문현동법무사|/남구법무사|/남부산등기소법무사|/문현금융단지법인등기|/업무사례/부산문현동법무사|/문현동법인등기,KEEP,/남구법무사,
북구 법무사,북구-lawyer,북구,DISTRICT,district-lawyer,LOCAL,/북구법무사,94,COVERED_STRONG,/북구법무사|/북구상속등기|/북구부동산등기|/북구개인회생|/북구상속포기|/덕천동법무사,KEEP,,
화명동 법무사,화명동-lawyer,화명동,NEIGHBORHOOD,local-lawyer,LOCAL,/화명동법무사,97,COVERED_STRONG,/화명동법무사|/북구부동산등기|/북구상속등기|/북구상속포기|/북구법무사|/북부산등기소법무사,KEEP,/북구법무사,
덕천동 법무사,덕천동-lawyer,덕천동,NEIGHBORHOOD,local-lawyer,LOCAL,/덕천동법무사,94,COVERED_STRONG,/덕천동법무사|/북구상속등기|/북구부동산등기|/북구상속포기|/북구법무사|/북부산등기소법무사,KEEP,/북구법무사,
만덕동 법무사,만덕동-lawyer,만덕동,NEIGHBORHOOD,local-lawyer,LOCAL,/북구법무사,94,COVERED_STRONG,/북구법무사|/구포동법무사|/업무사례/부산만덕동법무사|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,/북구법무사,
금정구 법무사,금정구-lawyer,금정구,DISTRICT,district-lawyer,LOCAL,/금정구법무사,94,COVERED_STRONG,/금정구법무사|/금정구상속등기|/금정구한정승인|/금정구부동산등기|/연제구상속등기|/연제구상속포기,KEEP,,
장전동 법무사,장전동-lawyer,장전동,NEIGHBORHOOD,local-lawyer,LOCAL,/금정구법무사,94,COVERED_STRONG,/금정구법무사|/장전동법무사|/업무사례/부산장전동법무사|/장전동부동산등기|/부산상속등기|/부산상속포기,KEEP,/금정구법무사,
구서동 법무사,구서동-lawyer,구서동,NEIGHBORHOOD,local-lawyer,LOCAL,/구서동법무사,90,COVERED_STRONG,/구서동법무사|/금정구부동산등기|/금정구법무사|/업무사례/부산구서동법무사|/업무사례/부산서동법무사|/부산상속등기,KEEP,/금정구법무사,
부곡동 법무사,부곡동-lawyer,부곡동,NEIGHBORHOOD,local-lawyer,LOCAL,/부곡동법무사,100,COVERED_STRONG,/부곡동법무사|/금정구상속등기|/금정구한정승인|/금정구부동산등기|/금정구법무사|/구서동법무사,KEEP,/금정구법무사,
사상구 법무사,사상구-lawyer,사상구,DISTRICT,district-lawyer,LOCAL,/사상구법무사,94,COVERED_STRONG,/사상구법무사|/사상구상속등기|/사상구부동산등기|/사상구상속포기|/사상구개인회생|/사상구공장창고등기,KEEP,,
주례동 법무사,주례동-lawyer,주례동,NEIGHBORHOOD,local-lawyer,LOCAL,/주례동법무사,94,COVERED_STRONG,/주례동법무사|/사상구부동산등기|/사상구상속등기|/사상구상속포기|/사상구법무사|/사상법무사,KEEP,/사상법무사,
엄궁동 법무사,엄궁동-lawyer,엄궁동,NEIGHBORHOOD,local-lawyer,LOCAL,/사상법무사,94,COVERED_STRONG,/사상법무사|/사상구상속등기|/사상구부동산등기|/사상구상속포기|/업무사례/부산엄궁동법무사|/부산상속등기,KEEP,/사상법무사,
괘법동 법무사,괘법동-lawyer,괘법동,NEIGHBORHOOD,local-lawyer,LOCAL,/사상법무사,94,COVERED_STRONG,/사상법무사|/업무사례/부산괘법동법무사|/부산상속등기|/부산상속포기|/부산한정승인|/부산법인설립등기,KEEP,/사상법무사,
사하구 법무사,사하구-lawyer,사하구,DISTRICT,district-lawyer,LOCAL,/사하구법무사,94,COVERED_STRONG,/사하구법무사|/사하구부동산등기|/하단법무사|/명지국제신도시법인등기|/에코델타시티법인등기|/업무사례/사하구법무사,KEEP,,
하단동 법무사,하단동-lawyer,하단동,NEIGHBORHOOD,local-lawyer,LOCAL,/하단법무사,94,COVERED_STRONG,/하단법무사|/사하구부동산등기|/업무사례/부산하단동법무사|/부산상속등기|/부산상속포기|/부산한정승인,KEEP,/사하구법무사,
당리동 법무사,당리동-lawyer,당리동,NEIGHBORHOOD,local-lawyer,LOCAL,/사하구법무사,94,COVERED_STRONG,/사하구법무사|/사하구부동산등기|/하단법무사|/괴정동법무사|/업무사례/부산당리동법무사|/부산상속등기,KEEP,/사하구법무사,
다대동 법무사,다대동-lawyer,다대동,NEIGHBORHOOD,local-lawyer,LOCAL,/다대동법무사,91,COVERED_STRONG,/다대동법무사|/사하구부동산등기|/사하구법무사|/업무사례/부산다대동법무사|/부산상속등기|/부산상속포기,KEEP,/사하구법무사,
괴정동 법무사,괴정동-lawyer,괴정동,NEIGHBORHOOD,local-lawyer,LOCAL,/괴정동법무사,91,COVERED_STRONG,/괴정동법무사|/사하구부동산등기|/사하구법무사|/하단법무사|/업무사례/부산괴정동법무사|/부산상속등기,KEEP,/사하구법무사,
강서구 법무사,강서구-lawyer,강서구,DISTRICT,district-lawyer,LOCAL,/강서구법무사,94,COVERED_STRONG,/강서구법무사|/명지법무사|/강서구공장멸실등기|/북부산등기소법무사|/명지국제신도시법인등기|/에코델타시티법인등기,KEEP,,
명지 법무사,명지-lawyer,명지,LIVING_AREA,local-lawyer,LOCAL,/명지법무사,94,COVERED_STRONG,/명지법무사|/강서구법무사|/명지국제신도시법인등기|/법인등기|/창업법무|/업무사례/부산명지동법무사,KEEP,/강서구법무사,
