pageA,pageB,normSimilarity,normBand,rawSimilarity
/contact,/location,0.929,CRITICAL_DUPLICATE,0.926
/,/contact,0.929,CRITICAL_DUPLICATE,0.92
/blog,/contact,0.929,CRITICAL_DUPLICATE,0.92
/업무사례/부산대청동법무사,/업무사례/부산창선동법무사,0.928,CRITICAL_DUPLICATE,0.931
/센텀법인설립등기,/해운대구법인설립등기,0.928,CRITICAL_DUPLICATE,0.902
/업무사례/부산대창동법무사,/업무사례/부산부평동법무사,0.927,CRITICAL_DUPLICATE,0.93
/업무사례/부산동광동법무사,/업무사례/부산중앙동법무사,0.927,CRITICAL_DUPLICATE,0.928
/법무사수임료,/법무사비용,0.927,CRITICAL_DUPLICATE,0.927
/blog/jeonse-right-cancellation-procedure,/blog/when-jeonse-right-registration-needed,0.926,CRITICAL_DUPLICATE,0.928
/blog/ceo-address-change-registration,/blog/director-change-registration-deadline-guide,0.926,CRITICAL_DUPLICATE,0.927
/blog/ceo-address-change-registration,/blog/director-change-registration-deadline-penalty,0.926,CRITICAL_DUPLICATE,0.917
/센텀법인등기,/문현금융단지법인등기,0.926,CRITICAL_DUPLICATE,0.893
/blog/busan-real-estate-registration-documents,/blog/mortgage-cancellation-risks,0.925,CRITICAL_DUPLICATE,0.927
/blog/busan-inheritance-consultation-prep,/blog/busan-inheritance-registration-procedure-documents,0.925,CRITICAL_DUPLICATE,0.916
/blog/busan-inheritance-registration-procedure-documents,/blog/delaying-inheritance-registration-risks,0.925,CRITICAL_DUPLICATE,0.916
/업무사례/부산가야동법무사,/업무사례/부산범천동법무사,0.924,CRITICAL_DUPLICATE,0.925
/업무사례/부산가야동법무사,/업무사례/부산부암동법무사,0.924,CRITICAL_DUPLICATE,0.925
/업무사례/부산범전동법무사,/업무사례/부산범천동법무사,0.924,CRITICAL_DUPLICATE,0.925
/업무사례/부산범전동법무사,/업무사례/부산부암동법무사,0.924,CRITICAL_DUPLICATE,0.925
/업무사례/부산범천동법무사,/업무사례/부산부암동법무사,0.924,CRITICAL_DUPLICATE,0.925
/reviews,/공지사항,0.923,CRITICAL_DUPLICATE,0.919
/업무사례/부산대교동법무사,/업무사례/부산신선동법무사,0.921,CRITICAL_DUPLICATE,0.922
/업무사례/부산신선동법무사,/업무사례/부산청학동법무사,0.921,CRITICAL_DUPLICATE,0.922
/blog/busan-real-estate-registration-documents,/blog/gift-registration-pre-check,0.92,CRITICAL_DUPLICATE,0.921
/blog/busan-lawyer-consultation-documents,/blog/centum-lawyer-visit-day-flow,0.92,CRITICAL_DUPLICATE,0.911
/blog/busan-lawyer-consultation-documents,/blog/inheritance-registration-documents-checklist,0.92,CRITICAL_DUPLICATE,0.911
/blog/busan-inheritance-registration-procedure-documents,/blog/busan-lawyer-jurisdiction-checklist,0.92,CRITICAL_DUPLICATE,0.906
/blog/busan-real-estate-registration-documents,/blog/when-to-consult-real-estate-registration-lawyer,0.919,CRITICAL_DUPLICATE,0.921
/,/faq,0.919,CRITICAL_DUPLICATE,0.92
/blog,/공지사항,0.919,CRITICAL_DUPLICATE,0.92
/업무사례/서구법무사,/업무사례/부산토성동법무사,0.919,CRITICAL_DUPLICATE,0.92
/해운대구부동산등기,/기장군부동산등기,0.919,CRITICAL_DUPLICATE,0.884
/office,/reviews,0.918,CRITICAL_DUPLICATE,0.915
/,/reviews,0.918,CRITICAL_DUPLICATE,0.914
/blog,/reviews,0.918,CRITICAL_DUPLICATE,0.914
/reviews,/이용약관,0.918,CRITICAL_DUPLICATE,0.914
/contact,/이용약관,0.918,CRITICAL_DUPLICATE,0.91
/blog/jeonse-right-vs-lease-registration-order,/blog/when-jeonse-right-registration-needed,0.916,CRITICAL_DUPLICATE,0.907
/blog/business-owner-rehabilitation-pre-check,/blog/personal-rehabilitation-before-application,0.916,CRITICAL_DUPLICATE,0.907
/센텀임원변경등기,/해운대구임원변경등기,0.916,CRITICAL_DUPLICATE,0.89
/blog/centum-lawyer-visit-day-flow,/blog/inheritance-registration-documents-checklist,0.915,CRITICAL_DUPLICATE,0.917
/blog/business-owner-rehabilitation-pre-check,/blog/personal-rehabilitation-consultation-documents,0.915,CRITICAL_DUPLICATE,0.917
/blog/personal-rehabilitation-consultation-documents,/blog/salaried-worker-rehabilitation-eligibility,0.915,CRITICAL_DUPLICATE,0.917
/blog/busan-company-establishment-documents,/blog/company-establishment-registration-checklist,0.915,CRITICAL_DUPLICATE,0.912
/blog/busan-inheritance-registration-procedure-documents,/blog/overseas-heir-inheritance-busan,0.915,CRITICAL_DUPLICATE,0.912
/blog/busan-lawyer-consultation-documents,/blog/minor-heir-inheritance-guide,0.915,CRITICAL_DUPLICATE,0.906
/blog/busan-real-estate-registration-documents,/blog/joint-ownership-registration-cautions,0.914,CRITICAL_DUPLICATE,0.916
/faq,/공지사항,0.914,CRITICAL_DUPLICATE,0.914
/services,/reviews,0.914,CRITICAL_DUPLICATE,0.91
/blog/busan-inheritance-registration-procedure-documents,/blog/inheritance-division-agreement-cautions,0.914,CRITICAL_DUPLICATE,0.906
/강의이력/busan-citizen-library-week-2,/강의이력/youth-money-property-dispute,0.914,CRITICAL_DUPLICATE,0.901
/부산법무사수임료,/법무사수임료,0.913,CRITICAL_DUPLICATE,0.914
/부산법무사수임료,/법무사보수,0.913,CRITICAL_DUPLICATE,0.914
/업무사례/서구법무사,/업무사례/부산동대신동법무사,0.913,CRITICAL_DUPLICATE,0.914
/blog/company-establishment-registration-checklist,/blog/one-person-company-establishment-checklist,0.912,CRITICAL_DUPLICATE,0.909
/해운대구부동산등기,/연제구부동산등기,0.912,CRITICAL_DUPLICATE,0.847
/blog/minor-heir-inheritance-guide,/blog/overseas-heir-inheritance-busan,0.911,CRITICAL_DUPLICATE,0.908
/blog/centum-lawyer-visit-day-flow,/blog/minor-heir-inheritance-guide,0.91,CRITICAL_DUPLICATE,0.912
/blog/inheritance-registration-documents-checklist,/blog/minor-heir-inheritance-guide,0.91,CRITICAL_DUPLICATE,0.912
/blog/busan-real-estate-registration-documents,/blog/jeonse-right-cancellation-procedure,0.91,CRITICAL_DUPLICATE,0.911
/blog/busan-real-estate-registration-documents,/blog/when-jeonse-right-registration-needed,0.91,CRITICAL_DUPLICATE,0.911
/blog/debt-collection-response-guide,/blog/personal-rehabilitation-consultation-documents,0.91,CRITICAL_DUPLICATE,0.911
/blog/busan-inheritance-registration-procedure-documents,/blog/when-siblings-refuse-inheritance-registration,0.91,CRITICAL_DUPLICATE,0.902
/blog/debt-collection-response-guide,/blog/personal-rehabilitation-before-application,0.91,CRITICAL_DUPLICATE,0.902
/reviews,/contact/inquiry,0.909,CRITICAL_DUPLICATE,0.91
/업무사례/동구법무사,/업무사례/부산좌천동법무사,0.909,CRITICAL_DUPLICATE,0.91
/office,/faq,0.909,CRITICAL_DUPLICATE,0.9
/faq,/location,0.909,CRITICAL_DUPLICATE,0.895
/해운대구상속등기,/기장군상속등기,0.909,CRITICAL_DUPLICATE,0.875
/업무사례/서구법무사,/업무사례/부산초장동법무사,0.908,CRITICAL_DUPLICATE,0.909
/부산법무사수임료,/법무사비용,0.907,CRITICAL_DUPLICATE,0.908
/부산법무사보수,/법무사수임료,0.907,CRITICAL_DUPLICATE,0.908
/부산법무사보수,/법무사비용,0.907,CRITICAL_DUPLICATE,0.908
/blog/payment-order-application-pre-check,/blog/personal-rehabilitation-before-application,0.907,CRITICAL_DUPLICATE,0.898
/blog/business-owner-rehabilitation-pre-check,/blog/salaried-worker-rehabilitation-eligibility,0.906,CRITICAL_DUPLICATE,0.908
/blog/jeonse-right-cancellation-procedure,/blog/jeonse-right-vs-lease-registration-order,0.906,CRITICAL_DUPLICATE,0.897
/blog/personal-rehabilitation-before-application,/blog/salaried-worker-rehabilitation-eligibility,0.906,CRITICAL_DUPLICATE,0.897
/연제구상속등기,/금정구상속등기,0.906,CRITICAL_DUPLICATE,0.891
/blog/busan-inheritance-consultation-prep,/blog/centum-lawyer-visit-day-flow,0.905,CRITICAL_DUPLICATE,0.907
/blog/busan-inheritance-consultation-prep,/blog/inheritance-registration-documents-checklist,0.905,CRITICAL_DUPLICATE,0.907
/blog/busan-lawyer-consultation-documents,/blog/busan-lawyer-jurisdiction-checklist,0.905,CRITICAL_DUPLICATE,0.902
/blog/busan-lawyer-consultation-documents,/blog/busan-lawyer-recommend-office-consult,0.905,CRITICAL_DUPLICATE,0.897
/blog/new-apartment-ownership-transfer,/blog/real-estate-ownership-transfer-procedure,0.905,CRITICAL_DUPLICATE,0.896
/blog/real-estate-ownership-transfer-procedure,/blog/when-seller-withholds-registration-documents,0.905,CRITICAL_DUPLICATE,0.896
/해운대구상속포기,/사상구상속포기,0.905,CRITICAL_DUPLICATE,0.864
/해운대구상속포기,/연제구상속포기,0.905,CRITICAL_DUPLICATE,0.844
/services,/faq,0.904,CRITICAL_DUPLICATE,0.905
/강의이력/youth-jeonse-legal-education,/강의이력/youth-jeonse-offline-session,0.904,CRITICAL_DUPLICATE,0.905
/office,/location,0.904,CRITICAL_DUPLICATE,0.902
/reviews,/개인정보처리방침,0.904,CRITICAL_DUPLICATE,0.9
/,/office,0.904,CRITICAL_DUPLICATE,0.896
/media,/contact,0.904,CRITICAL_DUPLICATE,0.895
/blog,/location,0.904,CRITICAL_DUPLICATE,0.891
/해운대구법인등기,/기장군법인등기,0.904,CRITICAL_DUPLICATE,0.866
/금정구부동산등기,/연제구부동산등기,0.903,CRITICAL_DUPLICATE,0.888
/해운대구상속포기,/기장군상속포기,0.903,CRITICAL_DUPLICATE,0.87
/해운대구상속등기,/연제구상속등기,0.903,CRITICAL_DUPLICATE,0.837
/blog/corporate-name-change-registration,/blog/corporate-purpose-change-registration,0.902,CRITICAL_DUPLICATE,0.904
/등기신청대행,/법무사맡기면달라지는점,0.902,CRITICAL_DUPLICATE,0.903
/해운대구상속포기,/북구상속포기,0.902,CRITICAL_DUPLICATE,0.861
/해운대구부동산등기,/사상구부동산등기,0.902,CRITICAL_DUPLICATE,0.86
/해운대구상속등기,/사상구상속등기,0.902,CRITICAL_DUPLICATE,0.857
/blog/busan-inheritance-consultation-prep,/blog/minor-heir-inheritance-guide,0.901,CRITICAL_DUPLICATE,0.903
/blog/busan-lawyer-recommend-office-consult,/blog/centum-lawyer-visit-day-flow,0.901,CRITICAL_DUPLICATE,0.903
/blog/busan-lawyer-recommend-office-consult,/blog/inheritance-registration-documents-checklist,0.901,CRITICAL_DUPLICATE,0.903
/blog/inheritance-division-agreement-cautions,/blog/minor-heir-inheritance-guide,0.901,CRITICAL_DUPLICATE,0.903
/blog/inheritance-registration-documents-checklist,/blog/when-siblings-refuse-inheritance-registration,0.901,CRITICAL_DUPLICATE,0.903
/blog/business-owner-rehabilitation-pre-check,/blog/debt-collection-response-guide,0.901,CRITICAL_DUPLICATE,0.903
/blog/loan-repayment-claim-documents,/blog/personal-rehabilitation-consultation-documents,0.901,CRITICAL_DUPLICATE,0.903
/blog/busan-lawyer-consultation-documents,/blog/delaying-inheritance-registration-risks,0.901,CRITICAL_DUPLICATE,0.902
/동래구상속등기,/금정구상속등기,0.901,CRITICAL_DUPLICATE,0.891
/blog/busan-lawyer-consultation-documents,/blog/overseas-heir-inheritance-busan,0.901,CRITICAL_DUPLICATE,0.888
/blog/busan-lawyer-jurisdiction-checklist,/blog/inheritance-registration-documents-checklist,0.901,CRITICAL_DUPLICATE,0.888
/blog/busan-real-estate-registration-documents,/blog/jeonse-deposit-return-certified-mail,0.9,CRITICAL_DUPLICATE,0.902
/부산상속법무사추천,/법무사상담전준비,0.9,HIGH_SIMILARITY,0.901
/영도구상속포기,/금정구상속포기,0.9,CRITICAL_DUPLICATE,0.883
/연제구상속포기,/사상구상속포기,0.9,HIGH_SIMILARITY,0.854
/해운대구법인등기,/연제구법인등기,0.9,CRITICAL_DUPLICATE,0.83
/,/공지사항,0.899,HIGH_SIMILARITY,0.9
/공지사항,/이용약관,0.899,HIGH_SIMILARITY,0.9
/업무사례/중구법무사,/업무사례/부산보수동법무사,0.899,HIGH_SIMILARITY,0.9
/faq,/contact/inquiry,0.899,HIGH_SIMILARITY,0.895
/office,/공지사항,0.899,HIGH_SIMILARITY,0.891
/services,/location,0.899,HIGH_SIMILARITY,0.887
/공지사항,/location,0.899,HIGH_SIMILARITY,0.886
/기장군부동산등기,/센텀부동산등기,0.899,HIGH_SIMILARITY,0.881
/북구부동산등기,/연제구부동산등기,0.899,HIGH_SIMILARITY,0.85
/blog/how-to-check-deceased-parent-debt,/blog/three-months-after-death-inheritance,0.897,HIGH_SIMILARITY,0.899
/부산상속법무사추천,/법무사방문전준비,0.897,HIGH_SIMILARITY,0.898
/부산상속법무사추천,/상속등기체크리스트,0.897,HIGH_SIMILARITY,0.898
/업무사례/중구법무사,/업무사례/부산광복동법무사,0.897,HIGH_SIMILARITY,0.898
/북구상속포기,/사상구상속포기,0.897,HIGH_SIMILARITY,0.888
/연제구상속등기,/동래구상속등기,0.897,HIGH_SIMILARITY,0.886
/연제구부동산등기,/동래구부동산등기,0.897,HIGH_SIMILARITY,0.885
/연제구상속포기,/북구상속포기,0.897,HIGH_SIMILARITY,0.851
/blog/busan-lawyer-recommend-office-consult,/blog/minor-heir-inheritance-guide,0.896,HIGH_SIMILARITY,0.898
/blog/when-jeonse-right-registration-needed,/blog/when-to-consult-real-estate-registration-lawyer,0.896,HIGH_SIMILARITY,0.898
/blog/certified-mail-before-sending,/blog/personal-rehabilitation-consultation-documents,0.896,HIGH_SIMILARITY,0.898
/blog/payment-order-application-pre-check,/blog/personal-rehabilitation-consultation-documents,0.896,HIGH_SIMILARITY,0.898
/blog/busan-inheritance-consultation-prep,/blog/overseas-heir-inheritance-busan,0.896,HIGH_SIMILARITY,0.894
/blog/centum-lawyer-visit-day-flow,/blog/overseas-heir-inheritance-busan,0.896,HIGH_SIMILARITY,0.893
/blog/inheritance-registration-documents-checklist,/blog/overseas-heir-inheritance-busan,0.896,HIGH_SIMILARITY,0.893
/blog/busan-inheritance-consultation-prep,/blog/delaying-inheritance-registration-risks,0.896,HIGH_SIMILARITY,0.888
/blog/busan-lawyer-consultation-documents,/blog/when-siblings-refuse-inheritance-registration,0.896,HIGH_SIMILARITY,0.888
/blog/centum-lawyer-visit-day-flow,/blog/delaying-inheritance-registration-risks,0.896,HIGH_SIMILARITY,0.888
/blog/delaying-inheritance-registration-risks,/blog/inheritance-registration-documents-checklist,0.896,HIGH_SIMILARITY,0.888
/blog/corporate-registration-penalty-cases,/blog/director-change-registration-deadline-penalty,0.896,HIGH_SIMILARITY,0.888
/blog/busan-lawyer-jurisdiction-checklist,/blog/busan-lawyer-recommend-office-consult,0.896,HIGH_SIMILARITY,0.884
/blog/busan-lawyer-jurisdiction-checklist,/blog/minor-heir-inheritance-guide,0.896,HIGH_SIMILARITY,0.883
/해운대구상속등기,/수영구상속등기,0.896,HIGH_SIMILARITY,0.849
/blog/centum-lawyer-visit-day-flow,/blog/inheritance-division-agreement-cautions,0.895,HIGH_SIMILARITY,0.897
/blog/inheritance-division-agreement-cautions,/blog/inheritance-registration-documents-checklist,0.895,HIGH_SIMILARITY,0.897
/office,/contact/inquiry,0.895,HIGH_SIMILARITY,0.892
/해운대구부동산등기,/북구부동산등기,0.895,HIGH_SIMILARITY,0.854
/해운대구한정승인,/연제구한정승인,0.895,HIGH_SIMILARITY,0.831
/,/이용약관,0.894,HIGH_SIMILARITY,0.895
/services,/공지사항,0.894,HIGH_SIMILARITY,0.895
/부산상속법무사추천,/상속등기실수모음,0.894,HIGH_SIMILARITY,0.895
/office,/이용약관,0.894,HIGH_SIMILARITY,0.886
/북구상속등기,/사상구상속등기,0.894,HIGH_SIMILARITY,0.886
/,/location,0.894,HIGH_SIMILARITY,0.881
/해운대구상속등기,/북구상속등기,0.894,HIGH_SIMILARITY,0.85
/연제구상속포기,/수영구상속포기,0.894,HIGH_SIMILARITY,0.846
/blog/director-change-registration-deadline-guide,/blog/missed-director-term-expiry,0.893,HIGH_SIMILARITY,0.895
/blog/company-establishment-registration-checklist,/blog/startup-corporate-registration-checklist,0.893,HIGH_SIMILARITY,0.89
/동래구한정승인,/금정구한정승인,0.893,HIGH_SIMILARITY,0.884
/사상구상속포기,/수영구상속포기,0.893,HIGH_SIMILARITY,0.866
/해운대구한정승인,/기장군한정승인,0.892,HIGH_SIMILARITY,0.858
